dest_node,source_node,weight,source_class,dest_class,edge_class
262,582,1,0,1,0-1
363,576,1,0,1,0-1
122,420,1,0,1,0-1
259,744,1,0,1,0-1
212,712,1,0,1,0-1
262,824,1,0,1,0-1
17,773,1,0,1,0-1
63,469,1,0,1,0-1
404,894,1,0,1,0-1
367,859,1,0,1,0-1
103,739,1,0,1,0-1
49,650,1,0,1,0-1
363,848,1,0,1,0-1
368,650,1,0,1,0-1
98,773,1,0,1,0-1
163,565,1,0,1,0-1
368,819,1,0,1,0-1
98,876,1,0,1,0-1
348,619,1,0,1,0-1
17,876,1,0,1,0-1
197,755,1,0,1,0-1
209,472,1,0,1,0-1
349,465,1,0,1,0-1
193,538,1,0,1,0-1
363,722,1,0,1,0-1
363,824,1,0,1,0-1
270,432,1,0,1,0-1
212,712,1,0,1,0-1
104,540,1,0,1,0-1
10,859,1,0,1,0-1
323,679,1,0,1,0-1
225,652,1,0,1,0-1
363,848,1,0,1,0-1
304,546,1,0,1,0-1
203,576,1,0,1,0-1
106,565,1,0,1,0-1
103,744,1,0,1,0-1
349,465,1,0,1,0-1
167,572,1,0,1,0-1
250,824,1,0,1,0-1
159,523,1,0,1,0-1
147,548,1,0,1,0-1
292,859,1,0,1,0-1
169,520,1,0,1,0-1
270,432,1,0,1,0-1
291,687,1,0,1,0-1
118,860,1,0,1,0-1
34,417,1,0,1,0-1
368,817,1,0,1,0-1
169,599,1,0,1,0-1
212,586,1,0,1,0-1
9,523,1,0,1,0-1
9,519,1,0,1,0-1
278,565,1,0,1,0-1
268,518,1,0,1,0-1
262,713,1,0,1,0-1
9,545,1,0,1,0-1
436,824,1,1,1,1-1
106,824,1,0,1,0-1
220,824,1,0,1,0-1
172,848,1,0,1,0-1
9,597,1,0,1,0-1
68,555,1,0,1,0-1
49,808,1,0,1,0-1
212,488,1,0,1,0-1
212,586,1,0,1,0-1
258,834,1,0,1,0-1
225,411,1,0,1,0-1
355,894,1,0,1,0-1
220,824,1,0,1,0-1
104,568,1,0,1,0-1
132,841,1,0,1,0-1
287,773,1,0,1,0-1
85,677,1,0,1,0-1
195,894,1,0,1,0-1
159,523,1,0,1,0-1
65,540,1,0,1,0-1
177,877,1,0,1,0-1
345,803,1,0,1,0-1
104,773,1,0,1,0-1
220,824,1,0,1,0-1
63,894,1,0,1,0-1
192,540,1,0,1,0-1
452,850,1,1,1,1-1
85,445,1,0,1,0-1
263,493,1,0,1,0-1
147,718,1,0,1,0-1
169,544,1,0,1,0-1
278,609,1,0,1,0-1
217,612,1,0,1,0-1
436,786,1,1,1,1-1
52,817,1,0,1,0-1
262,561,1,0,1,0-1
10,810,1,0,1,0-1
13,547,1,0,1,0-1
315,881,1,0,1,0-1
278,894,1,0,1,0-1
45,490,1,0,1,0-1
205,829,1,0,1,0-1
85,894,1,0,1,0-1
246,648,1,0,1,0-1
104,540,1,0,1,0-1
278,587,1,0,1,0-1
436,474,1,1,1,1-1
167,465,1,0,1,0-1
236,894,1,0,1,0-1
104,424,1,0,1,0-1
163,523,1,0,1,0-1
370,584,1,0,1,0-1
315,565,1,0,1,0-1
390,735,1,0,1,0-1
231,545,1,0,1,0-1
335,723,1,0,1,0-1
230,480,1,0,1,0-1
259,744,1,0,1,0-1
383,563,1,0,1,0-1
195,894,1,0,1,0-1
159,894,1,0,1,0-1
228,685,1,0,1,0-1
436,764,1,1,1,1-1
436,588,1,1,1,1-1
726,548,1,1,1,1-1
366,698,1,0,1,0-1
86,903,1,0,1,0-1
228,685,1,0,1,0-1
187,881,1,0,1,0-1
105,485,1,0,1,0-1
296,436,1,0,1,0-1
278,824,1,0,1,0-1
112,418,1,0,1,0-1
220,492,1,0,1,0-1
66,566,1,0,1,0-1
398,460,1,0,1,0-1
234,540,1,0,1,0-1
256,545,1,0,1,0-1
261,480,1,0,1,0-1
152,417,1,0,1,0-1
104,727,1,0,1,0-1
225,422,1,0,1,0-1
80,583,1,0,1,0-1
65,835,1,0,1,0-1
278,714,1,0,1,0-1
57,848,1,0,1,0-1
208,855,1,0,1,0-1
245,620,1,0,1,0-1
403,556,1,0,1,0-1
154,656,1,0,1,0-1
406,648,1,0,1,0-1
300,545,1,0,1,0-1
328,655,1,0,1,0-1
108,589,1,0,1,0-1
151,714,1,0,1,0-1
302,704,1,0,1,0-1
172,659,1,0,1,0-1
116,841,1,0,1,0-1
195,475,1,0,1,0-1
275,831,1,0,1,0-1
133,832,1,0,1,0-1
104,697,1,0,1,0-1
315,468,1,0,1,0-1
386,442,1,0,1,0-1
28,426,1,0,1,0-1
183,675,1,0,1,0-1
278,894,1,0,1,0-1
36,810,1,0,1,0-1
363,848,1,0,1,0-1
217,665,1,0,1,0-1
43,657,1,0,1,0-1
317,815,1,0,1,0-1
366,632,1,0,1,0-1
60,833,1,0,1,0-1
174,509,1,0,1,0-1
259,733,1,0,1,0-1
155,545,1,0,1,0-1
204,753,1,0,1,0-1
301,620,1,0,1,0-1
108,448,1,0,1,0-1
85,744,1,0,1,0-1
89,508,1,0,1,0-1
302,608,1,0,1,0-1
347,538,1,0,1,0-1
52,495,1,0,1,0-1
56,711,1,0,1,0-1
235,523,1,0,1,0-1
75,611,1,0,1,0-1
256,545,1,0,1,0-1
323,687,1,0,1,0-1
124,807,1,0,1,0-1
386,660,1,0,1,0-1
224,769,1,0,1,0-1
50,892,1,0,1,0-1
343,565,1,0,1,0-1
139,714,1,0,1,0-1
213,728,1,0,1,0-1
187,714,1,0,1,0-1
317,815,1,0,1,0-1
355,894,1,0,1,0-1
285,861,1,0,1,0-1
132,778,1,0,1,0-1
104,723,1,0,1,0-1
170,771,1,0,1,0-1
726,792,1,1,1,1-1
726,726,1,1,1,1-1
374,861,1,0,1,0-1
429,805,1,1,1,1-1
191,687,1,0,1,0-1
125,739,1,0,1,0-1
406,748,1,0,1,0-1
342,873,1,0,1,0-1
7,549,1,0,1,0-1
81,492,1,0,1,0-1
106,545,1,0,1,0-1
273,492,1,0,1,0-1
57,779,1,0,1,0-1
85,837,1,0,1,0-1
324,741,1,0,1,0-1
165,836,1,0,1,0-1
278,714,1,0,1,0-1
132,878,1,0,1,0-1
200,861,1,0,1,0-1
317,815,1,0,1,0-1
10,851,1,0,1,0-1
125,602,1,0,1,0-1
9,714,1,0,1,0-1
452,452,1,1,1,1-1
98,876,1,0,1,0-1
84,419,1,0,1,0-1
175,841,1,0,1,0-1
293,529,1,0,1,0-1
60,882,1,0,1,0-1
344,411,1,0,1,0-1
284,565,1,0,1,0-1
726,726,1,1,1,1-1
134,630,1,0,1,0-1
278,630,1,0,1,0-1
188,896,1,0,1,0-1
360,492,1,0,1,0-1
235,666,1,0,1,0-1
38,561,1,0,1,0-1
248,484,1,0,1,0-1
7,687,1,0,1,0-1
220,492,1,0,1,0-1
360,881,1,0,1,0-1
329,765,1,0,1,0-1
89,557,1,0,1,0-1
213,454,1,0,1,0-1
236,723,1,0,1,0-1
158,576,1,0,1,0-1
346,875,1,0,1,0-1
221,667,1,0,1,0-1
70,453,1,0,1,0-1
395,829,1,0,1,0-1
392,718,1,0,1,0-1
50,848,1,0,1,0-1
257,896,1,0,1,0-1
638,714,1,1,1,1-1
281,876,1,0,1,0-1
384,809,1,0,1,0-1
67,802,1,0,1,0-1
130,898,1,0,1,0-1
23,463,1,0,1,0-1
11,803,1,0,1,0-1
352,673,1,0,1,0-1
196,859,1,0,1,0-1
278,714,1,0,1,0-1
278,715,1,0,1,0-1
20,667,1,0,1,0-1
407,416,1,0,1,0-1
52,687,1,0,1,0-1
305,577,1,0,1,0-1
11,803,1,0,1,0-1
243,435,1,0,1,0-1
47,834,1,0,1,0-1
395,533,1,0,1,0-1
37,728,1,0,1,0-1
31,636,1,0,1,0-1
35,900,1,0,1,0-1
12,466,1,0,1,0-1
7,631,1,0,1,0-1
250,657,1,0,1,0-1
50,673,1,0,1,0-1
239,762,1,0,1,0-1
86,821,1,0,1,0-1
195,475,1,0,1,0-1
50,768,1,0,1,0-1
371,761,1,0,1,0-1
330,887,1,0,1,0-1
281,704,1,0,1,0-1
392,687,1,0,1,0-1
132,686,1,0,1,0-1
153,676,1,0,1,0-1
250,896,1,0,1,0-1
159,888,1,0,1,0-1
106,545,1,0,1,0-1
220,492,1,0,1,0-1
276,834,1,0,1,0-1
52,687,1,0,1,0-1
156,635,1,0,1,0-1
399,511,1,0,1,0-1
222,896,1,0,1,0-1
129,425,1,0,1,0-1
101,491,1,0,1,0-1
262,561,1,0,1,0-1
141,709,1,0,1,0-1
204,672,1,0,1,0-1
172,659,1,0,1,0-1
4,882,1,0,1,0-1
4,882,1,0,1,0-1
118,878,1,0,1,0-1
186,760,1,0,1,0-1
370,741,1,0,1,0-1
343,581,1,0,1,0-1
2,701,1,0,1,0-1
240,539,1,0,1,0-1
317,841,1,0,1,0-1
341,865,1,0,1,0-1
113,601,1,0,1,0-1
429,880,1,1,1,1-1
20,545,1,0,1,0-1
26,765,1,0,1,0-1
118,691,1,0,1,0-1
63,611,1,0,1,0-1
246,655,1,0,1,0-1
278,645,1,0,1,0-1
189,739,1,0,1,0-1
204,672,1,0,1,0-1
117,492,1,0,1,0-1
192,613,1,0,1,0-1
109,461,1,0,1,0-1
252,847,1,0,1,0-1
343,568,1,0,1,0-1
545,545,1,1,1,1-1
358,861,1,0,1,0-1
429,876,1,1,1,1-1
94,667,1,0,1,0-1
89,425,1,0,1,0-1
71,448,1,0,1,0-1
306,462,1,0,1,0-1
392,492,1,0,1,0-1
344,480,1,0,1,0-1
312,428,1,0,1,0-1
686,773,1,1,1,1-1
353,657,1,0,1,0-1
247,514,1,0,1,0-1
135,554,1,0,1,0-1
95,815,1,0,1,0-1
726,726,1,1,1,1-1
276,845,1,0,1,0-1
144,866,1,0,1,0-1
245,620,1,0,1,0-1
395,829,1,0,1,0-1
99,695,1,0,1,0-1
160,728,1,0,1,0-1
343,684,1,0,1,0-1
118,613,1,0,1,0-1
299,682,1,0,1,0-1
101,889,1,0,1,0-1
182,417,1,0,1,0-1
187,492,1,0,1,0-1
64,887,1,0,1,0-1
140,794,1,0,1,0-1
281,852,1,0,1,0-1
726,451,1,1,1,1-1
29,858,1,0,1,0-1
6,742,1,0,1,0-1
393,887,1,0,1,0-1
231,540,1,0,1,0-1
91,611,1,0,1,0-1
244,621,1,0,1,0-1
161,622,1,0,1,0-1
90,543,1,0,1,0-1
365,531,1,0,1,0-1
11,483,1,0,1,0-1
278,803,1,0,1,0-1
339,507,1,0,1,0-1
405,550,1,0,1,0-1
142,856,1,0,1,0-1
274,688,1,0,1,0-1
268,518,1,0,1,0-1
88,629,1,0,1,0-1
395,641,1,0,1,0-1
320,707,1,0,1,0-1
334,476,1,0,1,0-1
328,720,1,0,1,0-1
172,634,1,0,1,0-1
119,757,1,0,1,0-1
62,838,1,0,1,0-1
287,600,1,0,1,0-1
34,714,1,0,1,0-1
252,635,1,0,1,0-1
196,848,1,0,1,0-1
400,521,1,0,1,0-1
86,658,1,0,1,0-1
369,643,1,0,1,0-1
26,687,1,0,1,0-1
8,862,1,0,1,0-1
74,731,1,0,1,0-1
86,579,1,0,1,0-1
278,736,1,0,1,0-1
47,741,1,0,1,0-1
178,501,1,0,1,0-1
287,600,1,0,1,0-1
317,815,1,0,1,0-1
176,814,1,0,1,0-1
297,534,1,0,1,0-1
391,825,1,0,1,0-1
353,486,1,0,1,0-1
326,425,1,0,1,0-1
399,413,1,0,1,0-1
48,897,1,0,1,0-1
87,680,1,0,1,0-1
9,443,1,0,1,0-1
155,517,1,0,1,0-1
716,716,1,1,1,1-1
156,646,1,0,1,0-1
149,754,1,0,1,0-1
74,450,1,0,1,0-1
30,414,1,0,1,0-1
173,482,1,0,1,0-1
436,841,1,1,1,1-1
254,515,1,0,1,0-1
327,613,1,0,1,0-1
215,580,1,0,1,0-1
340,547,1,0,1,0-1
343,633,1,0,1,0-1
276,745,1,0,1,0-1
322,726,1,0,1,0-1
54,532,1,0,1,0-1
127,849,1,0,1,0-1
137,848,1,0,1,0-1
227,603,1,0,1,0-1
0,504,1,0,1,0-1
157,843,1,0,1,0-1
168,578,1,0,1,0-1
201,842,1,0,1,0-1
326,425,1,0,1,0-1
148,543,1,0,1,0-1
3,740,1,0,1,0-1
187,881,1,0,1,0-1
179,532,1,0,1,0-1
226,411,1,0,1,0-1
63,469,1,0,1,0-1
295,655,1,0,1,0-1
220,638,1,0,1,0-1
238,482,1,0,1,0-1
359,890,1,0,1,0-1
314,555,1,0,1,0-1
406,763,1,0,1,0-1
364,879,1,0,1,0-1
283,747,1,0,1,0-1
381,884,1,0,1,0-1
25,868,1,0,1,0-1
262,561,1,0,1,0-1
78,839,1,0,1,0-1
246,536,1,0,1,0-1
183,687,1,0,1,0-1
267,683,1,0,1,0-1
373,783,1,0,1,0-1
18,733,1,0,1,0-1
388,649,1,0,1,0-1
367,611,1,0,1,0-1
182,564,1,0,1,0-1
184,724,1,0,1,0-1
780,780,1,1,1,1-1
5,527,1,0,1,0-1
297,605,1,0,1,0-1
150,840,1,0,1,0-1
267,772,1,0,1,0-1
279,804,1,0,1,0-1
726,726,1,1,1,1-1
55,811,1,0,1,0-1
256,423,1,0,1,0-1
289,653,1,0,1,0-1
61,877,1,0,1,0-1
189,663,1,0,1,0-1
319,440,1,0,1,0-1
614,614,1,1,1,1-1
353,667,1,0,1,0-1
211,722,1,0,1,0-1
363,479,1,0,1,0-1
213,719,1,0,1,0-1
169,784,1,0,1,0-1
113,459,1,0,1,0-1
24,722,1,0,1,0-1
338,444,1,0,1,0-1
273,759,1,0,1,0-1
357,611,1,0,1,0-1
202,449,1,0,1,0-1
303,848,1,0,1,0-1
33,706,1,0,1,0-1
199,447,1,0,1,0-1
185,700,1,0,1,0-1
396,465,1,0,1,0-1
256,480,1,0,1,0-1
182,483,1,0,1,0-1
242,613,1,0,1,0-1
402,595,1,0,1,0-1
394,531,1,0,1,0-1
333,826,1,0,1,0-1
153,821,1,0,1,0-1
337,806,1,0,1,0-1
79,749,1,0,1,0-1
128,664,1,0,1,0-1
32,876,1,0,1,0-1
429,429,1,1,1,1-1
110,704,1,0,1,0-1
307,864,1,0,1,0-1
314,552,1,0,1,0-1
354,623,1,0,1,0-1
253,433,1,0,1,0-1
318,828,1,0,1,0-1
111,559,1,0,1,0-1
308,793,1,0,1,0-1
310,705,1,0,1,0-1
387,661,1,0,1,0-1
2,700,1,0,1,0-1
331,607,1,0,1,0-1
385,625,1,0,1,0-1
73,738,1,0,1,0-1
219,455,1,0,1,0-1
387,785,1,0,1,0-1
316,766,1,0,1,0-1
369,626,1,0,1,0-1
377,782,1,0,1,0-1
210,723,1,0,1,0-1
290,842,1,0,1,0-1
76,526,1,0,1,0-1
82,535,1,0,1,0-1
380,471,1,0,1,0-1
124,693,1,0,1,0-1
51,498,1,0,1,0-1
84,419,1,0,1,0-1
265,651,1,0,1,0-1
321,458,1,0,1,0-1
276,666,1,0,1,0-1
716,716,1,1,1,1-1
219,639,1,0,1,0-1
252,527,1,0,1,0-1
198,854,1,0,1,0-1
219,438,1,0,1,0-1
48,689,1,0,1,0-1
241,788,1,0,1,0-1
314,562,1,0,1,0-1
208,774,1,0,1,0-1
280,692,1,0,1,0-1
112,899,1,0,1,0-1
218,480,1,0,1,0-1
394,531,1,0,1,0-1
382,571,1,0,1,0-1
248,484,1,0,1,0-1
198,570,1,0,1,0-1
331,594,1,0,1,0-1
298,515,1,0,1,0-1
356,624,1,0,1,0-1
298,515,1,0,1,0-1
94,457,1,0,1,0-1
15,776,1,0,1,0-1
216,649,1,0,1,0-1
502,502,1,1,1,1-1
92,524,1,0,1,0-1
181,617,1,0,1,0-1
314,640,1,0,1,0-1
214,901,1,0,1,0-1
255,799,1,0,1,0-1
266,560,1,0,1,0-1
223,870,1,0,1,0-1
61,536,1,0,1,0-1
58,732,1,0,1,0-1
11,803,1,0,1,0-1
408,846,1,0,1,0-1
77,558,1,0,1,0-1
260,700,1,0,1,0-1
203,522,1,0,1,0-1
93,430,1,0,1,0-1
86,903,1,0,1,0-1
27,863,1,0,1,0-1
282,690,1,0,1,0-1
277,856,1,0,1,0-1
249,800,1,0,1,0-1
314,823,1,0,1,0-1
250,790,1,0,1,0-1
184,781,1,0,1,0-1
59,523,1,0,1,0-1
156,635,1,0,1,0-1
902,902,1,1,1,1-1
59,440,1,0,1,0-1
72,668,1,0,1,0-1
251,670,1,0,1,0-1
171,516,1,0,1,0-1
332,816,1,0,1,0-1
109,525,1,0,1,0-1
350,573,1,0,1,0-1
86,856,1,0,1,0-1
311,812,1,0,1,0-1
21,756,1,0,1,0-1
206,767,1,0,1,0-1
321,530,1,0,1,0-1
387,788,1,0,1,0-1
187,714,1,0,1,0-1
321,847,1,0,1,0-1
136,431,1,0,1,0-1
31,818,1,0,1,0-1
126,766,1,0,1,0-1
351,678,1,0,1,0-1
372,737,1,0,1,0-1
102,542,1,0,1,0-1
166,789,1,0,1,0-1
46,510,1,0,1,0-1
287,600,1,0,1,0-1
82,627,1,0,1,0-1
19,628,1,0,1,0-1
31,551,1,0,1,0-1
198,464,1,0,1,0-1
51,590,1,0,1,0-1
133,782,1,0,1,0-1
180,513,1,0,1,0-1
131,493,1,0,1,0-1
175,841,1,0,1,0-1
436,436,1,1,1,1-1
273,726,1,0,1,0-1
409,506,1,0,1,0-1
61,677,1,0,1,0-1
233,674,1,0,1,0-1
229,671,1,0,1,0-1
286,620,1,0,1,0-1
220,492,1,0,1,0-1
190,893,1,0,1,0-1
40,512,1,0,1,0-1
16,891,1,0,1,0-1
751,751,1,1,1,1-1
53,567,1,0,1,0-1
350,573,1,0,1,0-1
401,537,1,0,1,0-1
22,758,1,0,1,0-1
378,618,1,0,1,0-1
269,734,1,0,1,0-1
329,844,1,0,1,0-1
387,702,1,0,1,0-1
397,503,1,0,1,0-1
164,592,1,0,1,0-1
145,410,1,0,1,0-1
14,796,1,0,1,0-1
42,787,1,0,1,0-1
107,473,1,0,1,0-1
143,467,1,0,1,0-1
243,592,1,0,1,0-1
376,446,1,0,1,0-1
309,710,1,0,1,0-1
294,775,1,0,1,0-1
313,699,1,0,1,0-1
146,487,1,0,1,0-1
159,801,1,0,1,0-1
288,410,1,0,1,0-1
1,721,1,0,1,0-1
362,742,1,0,1,0-1
15,871,1,0,1,0-1
392,750,1,0,1,0-1
264,791,1,0,1,0-1
114,497,1,0,1,0-1
369,626,1,0,1,0-1
123,797,1,0,1,0-1
204,672,1,0,1,0-1
2,415,1,0,1,0-1
321,777,1,0,1,0-1
69,604,1,0,1,0-1
237,421,1,0,1,0-1
232,412,1,0,1,0-1
97,770,1,0,1,0-1
83,481,1,0,1,0-1
375,654,1,0,1,0-1
273,726,1,0,1,0-1
194,610,1,0,1,0-1
271,883,1,0,1,0-1
325,494,1,0,1,0-1
361,675,1,0,1,0-1
121,585,1,0,1,0-1
138,500,1,0,1,0-1
207,470,1,0,1,0-1
100,730,1,0,1,0-1
379,616,1,0,1,0-1
128,664,1,0,1,0-1
336,874,1,0,1,0-1
272,637,1,0,1,0-1
162,605,1,0,1,0-1
41,895,1,0,1,0-1
96,681,1,0,1,0-1
220,598,1,0,1,0-1
39,575,1,0,1,0-1
115,574,1,0,1,0-1
120,822,1,0,1,0-1
262,1598,1,0,2,0-2
363,1527,1,0,2,0-2
122,1463,1,0,2,0-2
259,1235,1,0,2,0-2
212,1522,1,0,2,0-2
262,1019,1,0,2,0-2
17,958,1,0,2,0-2
63,1206,1,0,2,0-2
404,1448,1,0,2,0-2
367,1173,1,0,2,0-2
103,1194,1,0,2,0-2
49,1492,1,0,2,0-2
363,1123,1,0,2,0-2
368,999,1,0,2,0-2
98,1066,1,0,2,0-2
163,1316,1,0,2,0-2
368,1555,1,0,2,0-2
98,1181,1,0,2,0-2
348,1174,1,0,2,0-2
17,1097,1,0,2,0-2
197,1613,1,0,2,0-2
209,915,1,0,2,0-2
349,1409,1,0,2,0-2
193,981,1,0,2,0-2
363,1007,1,0,2,0-2
363,948,1,0,2,0-2
270,1249,1,0,2,0-2
212,1482,1,0,2,0-2
104,1067,1,0,2,0-2
10,1406,1,0,2,0-2
323,979,1,0,2,0-2
225,952,1,0,2,0-2
363,1043,1,0,2,0-2
304,1428,1,0,2,0-2
203,1415,1,0,2,0-2
106,1564,1,0,2,0-2
103,1457,1,0,2,0-2
349,1137,1,0,2,0-2
167,991,1,0,2,0-2
250,1473,1,0,2,0-2
159,1219,1,0,2,0-2
147,1438,1,0,2,0-2
292,1452,1,0,2,0-2
169,1196,1,0,2,0-2
270,1249,1,0,2,0-2
291,1414,1,0,2,0-2
118,1499,1,0,2,0-2
34,1621,1,0,2,0-2
368,1392,1,0,2,0-2
169,1169,1,0,2,0-2
212,1404,1,0,2,0-2
9,1400,1,0,2,0-2
9,1116,1,0,2,0-2
278,1552,1,0,2,0-2
268,1006,1,0,2,0-2
262,1188,1,0,2,0-2
9,1423,1,0,2,0-2
436,1274,1,1,2,1-2
106,1374,1,0,2,0-2
220,1587,1,0,2,0-2
172,1251,1,0,2,0-2
9,1530,1,0,2,0-2
68,1442,1,0,2,0-2
49,1464,1,0,2,0-2
212,1182,1,0,2,0-2
212,969,1,0,2,0-2
258,1238,1,0,2,0-2
225,1547,1,0,2,0-2
355,1108,1,0,2,0-2
220,1046,1,0,2,0-2
104,1576,1,0,2,0-2
132,1057,1,0,2,0-2
287,1054,1,0,2,0-2
85,956,1,0,2,0-2
195,1314,1,0,2,0-2
159,908,1,0,2,0-2
65,916,1,0,2,0-2
177,1099,1,0,2,0-2
345,1465,1,0,2,0-2
104,1341,1,0,2,0-2
220,1518,1,0,2,0-2
63,1335,1,0,2,0-2
192,1121,1,0,2,0-2
452,1435,1,1,2,1-2
85,940,1,0,2,0-2
263,1028,1,0,2,0-2
147,1064,1,0,2,0-2
169,1213,1,0,2,0-2
278,1100,1,0,2,0-2
217,1422,1,0,2,0-2
436,1071,1,1,2,1-2
52,1421,1,0,2,0-2
262,1367,1,0,2,0-2
10,1375,1,0,2,0-2
13,937,1,0,2,0-2
315,959,1,0,2,0-2
278,941,1,0,2,0-2
45,1390,1,0,2,0-2
205,1355,1,0,2,0-2
85,1277,1,0,2,0-2
246,1382,1,0,2,0-2
104,932,1,0,2,0-2
278,1248,1,0,2,0-2
436,1470,1,1,2,1-2
167,1301,1,0,2,0-2
236,1315,1,0,2,0-2
104,1354,1,0,2,0-2
163,1540,1,0,2,0-2
370,1107,1,0,2,0-2
315,1155,1,0,2,0-2
390,920,1,0,2,0-2
231,917,1,0,2,0-2
335,1569,1,0,2,0-2
230,1254,1,0,2,0-2
259,1235,1,0,2,0-2
383,1105,1,0,2,0-2
195,1407,1,0,2,0-2
159,1410,1,0,2,0-2
228,1320,1,0,2,0-2
436,1420,1,1,2,1-2
436,1167,1,1,2,1-2
726,1596,1,1,2,1-2
366,1290,1,0,2,0-2
86,1370,1,0,2,0-2
228,1135,1,0,2,0-2
187,1289,1,0,2,0-2
105,1085,1,0,2,0-2
296,1270,1,0,2,0-2
278,992,1,0,2,0-2
112,975,1,0,2,0-2
220,1453,1,0,2,0-2
66,1125,1,0,2,0-2
398,1347,1,0,2,0-2
234,1622,1,0,2,0-2
256,1102,1,0,2,0-2
261,1014,1,0,2,0-2
152,994,1,0,2,0-2
104,1628,1,0,2,0-2
225,1166,1,0,2,0-2
80,1560,1,0,2,0-2
65,1553,1,0,2,0-2
278,1283,1,0,2,0-2
57,1226,1,0,2,0-2
208,1593,1,0,2,0-2
245,936,1,0,2,0-2
403,1575,1,0,2,0-2
154,1388,1,0,2,0-2
406,1623,1,0,2,0-2
300,1117,1,0,2,0-2
328,1122,1,0,2,0-2
108,934,1,0,2,0-2
151,1488,1,0,2,0-2
302,1381,1,0,2,0-2
172,1164,1,0,2,0-2
116,1397,1,0,2,0-2
195,993,1,0,2,0-2
275,1148,1,0,2,0-2
133,1459,1,0,2,0-2
104,1399,1,0,2,0-2
315,1493,1,0,2,0-2
386,1113,1,0,2,0-2
28,1313,1,0,2,0-2
183,1376,1,0,2,0-2
278,1129,1,0,2,0-2
36,1549,1,0,2,0-2
363,1579,1,0,2,0-2
217,1257,1,0,2,0-2
43,1026,1,0,2,0-2
317,972,1,0,2,0-2
366,1326,1,0,2,0-2
60,1551,1,0,2,0-2
174,1095,1,0,2,0-2
259,1519,1,0,2,0-2
155,996,1,0,2,0-2
204,1426,1,0,2,0-2
301,1510,1,0,2,0-2
108,1136,1,0,2,0-2
85,1202,1,0,2,0-2
89,1268,1,0,2,0-2
302,1333,1,0,2,0-2
347,1143,1,0,2,0-2
52,912,1,0,2,0-2
56,1605,1,0,2,0-2
235,1556,1,0,2,0-2
75,1246,1,0,2,0-2
256,1554,1,0,2,0-2
323,1411,1,0,2,0-2
124,911,1,0,2,0-2
386,1056,1,0,2,0-2
224,1589,1,0,2,0-2
50,1264,1,0,2,0-2
343,1047,1,0,2,0-2
139,1536,1,0,2,0-2
213,1627,1,0,2,0-2
187,1101,1,0,2,0-2
317,1372,1,0,2,0-2
355,998,1,0,2,0-2
285,1417,1,0,2,0-2
132,1344,1,0,2,0-2
104,1391,1,0,2,0-2
170,1580,1,0,2,0-2
726,955,1,1,2,1-2
726,925,1,1,2,1-2
374,1236,1,0,2,0-2
429,1160,1,1,2,1-2
191,1112,1,0,2,0-2
125,1083,1,0,2,0-2
406,1065,1,0,2,0-2
342,1132,1,0,2,0-2
7,1608,1,0,2,0-2
81,919,1,0,2,0-2
106,1230,1,0,2,0-2
273,1349,1,0,2,0-2
57,1588,1,0,2,0-2
85,1147,1,0,2,0-2
324,963,1,0,2,0-2
165,1163,1,0,2,0-2
